Category,Advertiser Currency,Impressions,Clicks,Total Conversions,Post-Click Conversions,Post-View Conversions,Revenue (Adv Currency)
/Food & Drink/Food/Dairy & Eggs/Cheese,GBP,1196,0,1.00,0.00,1.00,8.643189
/Games/Table Games/Billiards,GBP,197,0,0.00,0.00,0.00,1.439416
/People & Society/Social Sciences/Economics,GBP,4529,4,2.00,0.00,2.00,38.899689
/Jobs & Education/Education/Special Education,GBP,116,0,0.00,0.00,0.00,0.895840
/Shopping/Wholesalers & Liquidators,GBP,153,0,0.00,0.00,0.00,1.289580
/World Localities/Asia/Southeast Asia/Indonesia,GBP,92,0,5.00,0.00,5.00,0.995239
/World Localities/Europe/Western Europe/Ireland/Dublin,GBP,70,0,0.00,0.00,0.00,0.669723
/Autos & Vehicles/Vehicle Brands/Mazda,GBP,15,0,0.00,0.00,0.00,0.083743
/Business & Industrial/Business Operations/Management/Business Process,GBP,51,1,0.00,0.00,0.00,0.371068
/Business & Industrial/Transportation & Logistics/Warehousing,GBP,42,0,0.00,0.00,0.00,0.341529
/Finance/Accounting & Auditing/Bookkeeping,GBP,8,0,0.00,0.00,0.00,0.050177
/Games/Word Games,GBP,275,0,0.00,0.00,0.00,1.831832
/Arts & Entertainment/Fun & Trivia,GBP,4058,3,0.00,0.00,0.00,30.796738
/Finance,GBP,92577,77,44.00,0.00,44.00,638.954449
/World Localities/Europe/Western Europe/France/South West France/Aquitaine/Bordeaux,GBP,28,0,0.00,0.00,0.00,0.288038
/World Localities/North America/USA/Midwest (USA)/Missouri/Greater St. Louis,GBP,1,0,0.00,0.00,0.00,0.011113
/Business & Industrial/Energy & Utilities/Oil & Gas,GBP,2576,3,0.00,0.00,0.00,18.710903
/Jobs & Education/Jobs/Job Listings/Clerical & Administrative Jobs,GBP,61,0,0.00,0.00,0.00,0.469064
/Shopping/Apparel/Clothing Accessories/Gems & Jewelry/Rings,GBP,1469,1,3.00,0.00,3.00,12.847823
/Sports/Team Sports,GBP,117082,97,61.00,0.00,61.00,797.490496
/World Localities/Asia/South Asia/India/North India/Uttar Pradesh,GBP,3,0,0.00,0.00,0.00,0.019380
/World Localities/Europe/Central & Eastern Europe/Germany/Hesse,GBP,10,0,0.00,0.00,0.00,0.046704
/Arts & Entertainment/Music & Audio/Music Equipment & Technology/Music Recording Technology,GBP,39,0,0.00,0.00,0.00,0.252182
/Beauty & Fitness/Fashion & Style,GBP,106787,141,261.00,1.00,260.00,1047.544978
/Business & Industrial/Aerospace & Defense/Space Technology,GBP,1868,1,2.00,0.00,2.00,14.395001
/Computers & Electronics,GBP,18722,21,9.00,0.00,9.00,141.097965
/World Localities/Oceania/Australia/New South Wales/Sydney,GBP,16,0,1.00,0.00,1.00,0.124810
/Autos & Vehicles/Vehicle Brands/Ferrari,GBP,60,0,0.00,0.00,0.00,0.483790
/World Localities/Asia/Southeast Asia/Viet Nam/Hanoi,GBP,127,0,0.00,0.00,0.00,0.829342
/World Localities/Europe/Mediterranean Europe/Spain/Canary Islands,GBP,167,0,0.00,0.00,0.00,1.409970
/World Localities/Europe/Southeastern Europe/Montenegro,GBP,4,0,0.00,0.00,0.00,0.030299
/Food & Drink/Cooking & Recipes/Cuisines/Mediterranean Cuisine/Italian Cuisine,GBP,2671,2,3.00,0.00,3.00,20.365536
/Health/Mental Health/Depression,GBP,939,1,1.00,0.00,1.00,7.555101
/Sports/Individual Sports/Track & Field,GBP,681,0,0.00,0.00,0.00,4.543414
/World Localities/Europe/Central & Eastern Europe/Slovakia,GBP,4,0,0.00,0.00,0.00,0.041764
/World Localities/Oceania/Australia/Queensland/Gold Coast,GBP,2,0,0.00,0.00,0.00,0.014488
/Autos & Vehicles/Vehicle Brands/Jaguar,GBP,114,0,0.00,0.00,0.00,0.703466
/Beauty & Fitness,GBP,243971,251,467.00,1.00,466.00,2302.536045
/Pets & Animals/Animal Products & Services/Veterinarians,GBP,215,0,0.00,0.00,0.00,1.632740
/Science/Scientific Equipment,GBP,85,0,0.00,0.00,0.00,0.847070
/World Localities/Latin America/Caribbean/Grenada,GBP,3,0,0.00,0.00,0.00,0.039645
/Arts & Entertainment/TV & Video/Online Video,GBP,118941,118,93.00,0.00,93.00,966.269116
/Real Estate/Apartments & Residential Rentals,GBP,5094,3,2.00,0.00,2.00,40.157725
/World Localities/Asia/West Asia/Yemen,GBP,7,0,0.00,0.00,0.00,0.054562
/World Localities/Europe/Western Europe/France/South West France/Midi-Pyr��n��es/Toulouse,GBP,2,0,0.00,0.00,0.00,0.015754
/News/Politics/Opinion & Commentary,GBP,45,0,0.00,0.00,0.00,0.371702
/World Localities/Asia/Southeast Asia/Indonesia/Sumatra,GBP,7,0,0.00,0.00,0.00,0.071411
/World Localities/Latin America/Caribbean/Puerto Rico,GBP,10,0,0.00,0.00,0.00,0.088531
/World Localities/North America/USA/Mid-Atlantic (USA)/New York State,GBP,2195,0,3.00,0.00,3.00,20.964350
/Law & Government/Government/Executive Branch,GBP,18184,18,20.00,0.00,20.00,160.302782
/Law & Government/Legal/Legal Education,GBP,109,0,1.00,0.00,1.00,0.990052
/People & Society/Seniors & Retirement,GBP,2499,2,2.00,0.00,2.00,16.895922
/Reference,GBP,59565,44,24.00,0.00,24.00,497.891878
/World Localities/Asia/East Asia/China/Northeast China/Heilongjiang,GBP,1,0,0.00,0.00,0.00,0.010013
/Autos & Vehicles/Vehicle Brands/BMW,GBP,432,0,0.00,0.00,0.00,3.091178
/Internet & Telecom/Web Services/Search Engine Optimization & Marketing,GBP,702,1,0.00,0.00,0.00,5.544807
/World Localities/Europe/Mediterranean Europe/Spain/Andalucia/Seville,GBP,44,0,1.00,0.00,1.00,0.462300
/Science/Biological Sciences/Neuroscience,GBP,654,1,0.00,0.00,0.00,6.229348
/World Localities/Europe/Mediterranean Europe/Spain/Andalucia/M��laga,GBP,9,0,0.00,0.00,0.00,0.088595
/World Localities/North America/USA/Texas/Austin-Round Rock,GBP,11,0,0.00,0.00,0.00,0.104573
"/Computers & Electronics/Computer Hardware/Computer Peripherals/Printers, Copiers & Fax/Printers",GBP,15,0,0.00,0.00,0.00,0.165181
/People & Society/Religion & Belief/Judaism,GBP,404,0,0.00,0.00,0.00,3.073200
/Shopping/Gifts & Special Event Items,GBP,6255,2,9.00,0.00,9.00,57.597234
/World Localities,GBP,111519,97,149.00,0.00,149.00,881.770669
/World Localities/Europe/Mediterranean Europe/Spain/Basque Country,GBP,47,0,0.00,0.00,0.00,0.463655
/Arts & Entertainment/Events & Listings,GBP,8897,9,8.00,0.00,8.00,70.599969
/Business & Industrial/Small Business,GBP,19524,15,9.00,0.00,9.00,148.498146
/Health/Pharmacy,GBP,2475,1,0.00,0.00,0.00,17.862600
/World Localities/Europe/Mediterranean Europe/Italy/Veneto/Venice,GBP,128,0,0.00,0.00,0.00,1.117962
/World Localities/Europe/Western Europe/United Kingdom/England/Yorkshire,GBP,354,0,0.00,0.00,0.00,2.613887
/Autos & Vehicles/Vehicle Brands/Vauxhall-Opel,GBP,73,0,0.00,0.00,0.00,0.458399
/Reference/Humanities/History/Military History,GBP,859,1,1.00,0.00,1.00,7.249409
/Reference/Humanities/Philosophy,GBP,520,0,0.00,0.00,0.00,5.193539
/Health/Medical Devices & Equipment,GBP,657,0,0.00,0.00,0.00,5.475081
/World Localities/Latin America/Central America/Belize,GBP,155,0,0.00,0.00,0.00,0.923556
/Arts & Entertainment/TV & Video/TV Shows & Programs/TV Dramas/TV Crime & Legal Shows,GBP,1894,1,0.00,0.00,0.00,15.107506
/Computers & Electronics/Software,GBP,7975,8,3.00,0.00,3.00,60.825544
/Health/Health Conditions/Allergies,GBP,486,0,0.00,0.00,0.00,3.782813
/News/World News,GBP,323,0,0.00,0.00,0.00,2.278131
/Science/Physics,GBP,1635,1,1.00,0.00,1.00,12.353064
/Shopping/Apparel/Clothing Accessories,GBP,8604,13,26.00,0.00,26.00,81.176409
/World Localities/Africa/Western Africa/Mali,GBP,11,0,0.00,0.00,0.00,0.084136
/World Localities/Europe/Western Europe/France/West France,GBP,29,0,0.00,0.00,0.00,0.335197
"/Finance/Grants, Scholarships & Financial Aid/Government Grants",GBP,92,1,0.00,0.00,0.00,0.718958
/Jobs & Education/Jobs/Job Listings,GBP,23543,25,8.00,0.00,8.00,181.239508
/Online Communities/Photo & Video Sharing/Photo & Image Sharing,GBP,2696,1,1.00,0.00,1.00,22.332312
/World Localities/Oceania/Australia/Western Australia/Perth,GBP,7,0,0.00,0.00,0.00,0.043435
/World Localities/North America/USA/South (USA)/North Carolina/Raleigh-Durham,GBP,2,0,0.00,0.00,0.00,0.008275
/Books & Literature/Children's Literature,GBP,5663,7,10.00,0.00,10.00,50.355321
/World Localities/Africa/Eastern Africa/Kenya/Nairobi,GBP,25,0,0.00,0.00,0.00,0.255890
/World Localities/Europe/Southeastern Europe/Bulgaria,GBP,31,0,0.00,0.00,0.00,0.201282
/World Localities/North America/USA/California/Lake Tahoe,GBP,1,0,0.00,0.00,0.00,0.009997
/Computers & Electronics/Computer Hardware/Computer Servers,GBP,16,0,0.00,0.00,0.00,0.131067
/Shopping/Gifts & Special Event Items/Custom & Personalized Items,GBP,64,0,0.00,0.00,0.00,0.467217
/World Localities/North America/USA/California,GBP,596,2,1.00,0.00,1.00,5.102205
/Internet & Telecom/Web Services/Web Hosting & Domain Registration,GBP,2255,2,0.00,0.00,0.00,13.442395
/People & Society/Social Issues & Advocacy/Drug Laws & Policy,GBP,1,0,0.00,0.00,0.00,0.010007
/People & Society/Family & Relationships/Family/Parenting/Babies & Toddlers/Baby Care & Hygiene,GBP,568,1,0.00,0.00,0.00,6.114712
/People & Society/Social Issues & Advocacy/Work & Labor Issues,GBP,8107,9,6.00,0.00,6.00,62.202094
/Business & Industrial/Transportation & Logistics/Packaging,GBP,178,0,0.00,0.00,0.00,1.683943
/World Localities/North America/USA/California/Southern California/Orange County (CA),GBP,9,0,0.00,0.00,0.00,0.085206
/Arts & Entertainment/Movies/Documentary Films,GBP,1265,2,1.00,0.00,1.00,11.420612
/Arts & Entertainment/Music & Audio/Jazz & Blues,GBP,722,1,0.00,0.00,0.00,6.206544
/Autos & Vehicles/Vehicle Brands/Volkswagen,GBP,306,0,0.00,0.00,0.00,1.998959
/Computers & Electronics/Software/Multimedia Software/Desktop Publishing,GBP,77,0,0.00,0.00,0.00,0.710546
/People & Society/Family & Relationships/Family/Baby & Pet Names,GBP,1417,2,2.00,0.00,2.00,14.469325
/People & Society/Religion & Belief/Islam,GBP,3022,5,1.00,0.00,1.00,23.723996
/Sports/Sporting Goods/Combat Sports Equipment/Boxing Gloves & Gear,GBP,145,0,2.00,0.00,2.00,0.897233
/Computers & Electronics/Consumer Electronics/Camera & Photo Equipment,GBP,412,0,0.00,0.00,0.00,3.450556
/Computers & Electronics/Consumer Electronics/Car Electronics/Car Video,GBP,2,0,0.00,0.00,0.00,0.009362
/Home & Garden/Kitchen & Dining/Small Kitchen Appliances/Toasters & Toaster Ovens,GBP,54,0,0.00,0.00,0.00,0.598763
/World Localities/North America/Canada/Canadian Prairies,GBP,18,0,0.00,0.00,0.00,0.185138
/Arts & Entertainment/Music & Audio/Music Equipment & Technology/Musical Instruments/Guitars,GBP,40,0,0.00,0.00,0.00,0.406380
/Arts & Entertainment/Music & Audio/Rock Music/Metal (Music),GBP,226,0,1.00,0.00,1.00,1.663023
/Business & Industrial/Retail Trade,GBP,1333,0,1.00,0.00,1.00,11.136747
/News/Business News/Company News/Company Earnings,GBP,259,1,0.00,0.00,0.00,2.153361
/World Localities/Europe/Western Europe/France/East France/Alsace/Strasbourg,GBP,3,0,0.00,0.00,0.00,0.030021
/Business & Industrial/Transportation & Logistics/Distribution & Logistics,GBP,55,0,0.00,0.00,0.00,0.448845
/Food & Drink/Food & Grocery Delivery,GBP,649,1,0.00,0.00,0.00,4.855180
/People & Society/Social Sciences/Anthropology,GBP,29,0,0.00,0.00,0.00,0.271938
/World Localities/Asia/East Asia/Japan/Kansai/Kyoto,GBP,98,1,0.00,0.00,0.00,0.924838
/Computers & Electronics/Software/Internet Software/Proxying & Filtering,GBP,35,0,0.00,0.00,0.00,0.285580
/Food & Drink/Food/Breakfast Foods,GBP,5876,6,9.00,0.00,9.00,52.200598
/World Localities/Africa/Western Africa/Niger,GBP,1,0,0.00,0.00,0.00,0.009301
/World Localities/Europe/Nordic Countries/Denmark/Copenhagen,GBP,179,0,0.00,0.00,0.00,1.525112
/Sports/Motor Sports,GBP,1425,0,0.00,0.00,0.00,8.177321
/World Localities/North America/Canada/Ontario/Hamilton-Niagara Peninsula,GBP,1,0,0.00,0.00,0.00,0.004641
/Autos & Vehicles/Off-Road Vehicles,GBP,44,0,0.00,0.00,0.00,0.229581
/Business & Industrial/Business Operations/Management,GBP,2715,3,0.00,0.00,0.00,19.832326
/Games/Computer & Video Games/Casual Games,GBP,1458,3,0.00,0.00,0.00,7.754964
/Games/Computer & Video Games/Simulation Games/Life Simulation Games,GBP,22,0,0.00,0.00,0.00,0.209272
/Hobbies & Leisure/Water Activities/Boating,GBP,382,0,1.00,0.00,1.00,2.665545
/World Localities/Asia/South Asia,GBP,1339,0,5.00,0.00,5.00,13.629369
/World Localities/North America/USA/South (USA)/Mississippi,GBP,4,0,0.00,0.00,0.00,0.032527
/Computers & Electronics/Electronics & Electrical/Optoelectronics & Fiber,GBP,5,0,0.00,0.00,0.00,0.034206
/Food & Drink/Cooking & Recipes/Culinary Training,GBP,259,0,0.00,0.00,0.00,2.043573
/Food & Drink/Food/Candy & Sweets,GBP,2257,7,6.00,0.00,6.00,17.704180
/Internet & Telecom/Email & Messaging/Spam & Email Filtering,GBP,18,0,0.00,0.00,0.00,0.084187
/Internet & Telecom/Web Services,GBP,4032,8,0.00,0.00,0.00,27.945926
/Science/Earth Sciences/Geology,GBP,1119,4,2.00,0.00,2.00,9.232615
/World Localities/North America/USA/Southwest (USA)/Nevada,GBP,202,1,0.00,0.00,0.00,1.529646
/Business & Industrial/Advertising & Marketing/Sales,GBP,187,1,0.00,0.00,0.00,1.473932
/Autos & Vehicles/Bicycles & Accessories,GBP,310,0,0.00,0.00,0.00,1.889149
/Business & Industrial/Hospitality Industry,GBP,938,2,2.00,0.00,2.00,8.448260
/World Localities/Asia/East Asia/South Korea/Jeju,GBP,2,0,0.00,0.00,0.00,0.010894
/World Localities/Europe/Western Europe/United Kingdom/England/North West England/Liverpool,GBP,591,2,0.00,0.00,0.00,3.856447
/Food & Drink/Food/Organic & Natural Foods,GBP,304,1,0.00,0.00,0.00,2.470375
/Home & Garden/Bed & Bath/Bedroom/Beds & Headboards,GBP,420,1,0.00,0.00,0.00,4.061843
/Sports/Sporting Goods/Equestrian Equipment & Tack,GBP,7,0,0.00,0.00,0.00,0.058369
/Sports/Sporting Goods/Squash & Racquetball Equipment,GBP,6,0,0.00,0.00,0.00,0.050558
/Internet & Telecom/Email & Messaging/Voice & Video Chat,GBP,149,0,0.00,0.00,0.00,1.338182
/People & Society/Social Sciences,GBP,16986,27,11.00,0.00,11.00,145.760555
/World Localities/North America/USA/Great Plains (USA)/Kansas,GBP,7,0,0.00,0.00,0.00,0.076282
/Autos & Vehicles/Vehicle Brands/Lexus,GBP,34,0,0.00,0.00,0.00,0.246610
/Sports/Sporting Goods/Skateboarding Equipment,GBP,23,0,0.00,0.00,0.00,0.244389
/World Localities/Europe/Central & Eastern Europe/Germany,GBP,159,0,1.00,0.00,1.00,1.036148
/World Localities/Europe/Central & Eastern Europe/Poland/Krakow,GBP,24,0,0.00,0.00,0.00,0.225049
/Business & Industrial/Advertising & Marketing/Brand Management,GBP,887,0,0.00,0.00,0.00,6.915704
/Computers & Electronics/Computer Hardware/Computer Drives & Storage/Hard Drives,GBP,63,0,0.00,0.00,0.00,0.454496
/Sports/Sporting Goods/Bowling Equipment,GBP,9,0,0.00,0.00,0.00,0.052846
/World Localities/Africa/Southern Africa/South Africa/Cape Town,GBP,46,0,0.00,0.00,0.00,0.334983
/Autos & Vehicles/Vehicle Brands/Citro��n,GBP,42,0,0.00,0.00,0.00,0.237758
/Jobs & Education/Education/Standardized & Admissions Tests,GBP,709,1,0.00,0.00,0.00,5.416496
/World Localities/North America/USA/Florida,GBP,182,0,0.00,0.00,0.00,1.460486
/Arts & Entertainment/Music & Audio/Jazz & Blues/Jazz,GBP,483,1,0.00,0.00,0.00,4.214807
/Autos & Vehicles/Bicycles & Accessories/Bike Helmets & Protective Gear,GBP,5,0,0.00,0.00,0.00,0.036028
/Autos & Vehicles/Vehicle Maintenance,GBP,245,0,0.00,0.00,0.00,1.610644
/Computers & Electronics/Consumer Electronics/GPS & Navigation,GBP,84,0,0.00,0.00,0.00,0.610502
/Food & Drink/Cooking & Recipes/BBQ & Grilling,GBP,71,0,0.00,0.00,0.00,0.546289
/Games/Computer & Video Games,GBP,4355,6,0.00,0.00,0.00,27.352101
/Health/Substance Abuse/Drug & Alcohol Treatment,GBP,225,0,0.00,0.00,0.00,1.935818
/Shopping/Apparel/Clothing Accessories/Gems & Jewelry,GBP,4029,5,11.00,0.00,11.00,38.252170
/Shopping/Gifts & Special Event Items/Party & Holiday Supplies,GBP,514,1,0.00,0.00,0.00,4.916913
/Books & Literature,GBP,50049,81,78.00,0.00,78.00,476.549956
/Food & Drink/Restaurants/Catering,GBP,89,0,0.00,0.00,0.00,0.662019
/Games/Computer & Video Games/Video Game Retailers,GBP,13,0,0.00,0.00,0.00,0.069974
/Health/Substance Abuse,GBP,403,0,0.00,0.00,0.00,3.325345
/Shopping/Toys/Puppets,GBP,15,0,0.00,0.00,0.00,0.167064
/World Localities/Asia/South Asia/Bhutan,GBP,11,0,0.00,0.00,0.00,0.120709
/World Localities/Europe/Western Europe/France/Central France/Centre,GBP,7,0,0.00,0.00,0.00,0.056001
/World Localities/North America/USA/New England/Massachusetts,GBP,197,0,0.00,0.00,0.00,1.717915
/Home & Garden/Home Improvement,GBP,8743,7,2.00,0.00,2.00,80.385445
/Online Communities/Blogging Resources & Services,GBP,1758,1,2.00,0.00,2.00,17.387468
/Computers & Electronics/Computer Hardware/Computer Peripherals/Input Devices,GBP,120,0,0.00,0.00,0.00,1.113935
/World Localities/Asia/East Asia/China/South Central China/Hunan,GBP,7,0,0.00,0.00,0.00,0.060317
/World Localities/North America/USA/South (USA)/Tennessee/Nashville,GBP,106,0,0.00,0.00,0.00,1.088067
/World Localities/Oceania/Australia/Western Australia,GBP,13,0,0.00,0.00,0.00,0.113627
/People & Society/Religion & Belief/Self-Help & Motivational,GBP,14289,21,7.00,0.00,7.00,116.672741
/World Localities/Africa/Middle Africa/Congo (DR),GBP,27,0,0.00,0.00,0.00,0.233200
/World Localities/Europe/Western Europe/United Kingdom/England/North West England/Manchester,GBP,86,0,0.00,0.00,0.00,0.541109
/Arts & Entertainment/TV & Video/TV Shows & Programs/TV Dramas/TV Medical Shows,GBP,255,0,0.00,0.00,0.00,2.099574
"/Computers & Electronics/Computer Hardware/Computer Peripherals/Printers, Copiers & Fax/Ink & Toner",GBP,11,0,0.00,0.00,0.00,0.082856
/Games/Family-Oriented Games & Activities/Drawing & Coloring,GBP,16,0,0.00,0.00,0.00,0.138154
/Shopping/Apparel/Footwear/Athletic Shoes,GBP,1481,2,3.00,0.00,3.00,12.535921
/World Localities/North America/USA/Great Plains (USA)/South Dakota,GBP,15,0,0.00,0.00,0.00,0.108447
/World Localities/North America/USA/Midwest (USA),GBP,406,1,0.00,0.00,0.00,3.476171
/Arts & Entertainment/Online Media,GBP,2900,4,2.00,0.00,2.00,25.851423
/Computers & Electronics/Software/Business & Productivity Software,GBP,1970,3,0.00,0.00,0.00,15.982678
/World Localities/Europe/Nordic Countries/Norway,GBP,37,0,0.00,0.00,0.00,0.335202
/Business & Industrial/Printing & Publishing/Document & Printing Services/Business Cards & Stationary,GBP,40,0,0.00,0.00,0.00,0.441615
/World Localities/Asia/West Asia/Syria,GBP,15,0,0.00,0.00,0.00,0.141399
/Business & Industrial/Aerospace & Defense,GBP,2429,1,4.00,0.00,4.00,18.746322
/Finance/Investing/Derivatives,GBP,41,0,0.00,0.00,0.00,0.354177
/Internet & Telecom/Service Providers/Phone Service Providers,GBP,2057,1,0.00,0.00,0.00,14.071205
/Sports/Team Sports/Rugby,GBP,9537,8,5.00,0.00,5.00,50.652712
/World Localities/Europe/Central & Eastern Europe/Czech Republic/Prague,GBP,164,0,0.00,0.00,0.00,1.468653
/Food & Drink/Restaurants/Fast Food/Burgers,GBP,1124,1,0.00,0.00,0.00,9.542268
/People & Society/Ethnic & Identity Groups/Latinos & Latin-Americans,GBP,40,0,0.00,0.00,0.00,0.340102
/Pets & Animals/Pets/Dogs,GBP,4108,2,0.00,0.00,0.00,34.487052
"/Computers & Electronics/Consumer Electronics/Camera & Photo Equipment/Binoculars, Telescopes & Optical Devices",GBP,1,0,0.00,0.00,0.00,0.008943
/People & Society/Social Issues & Advocacy/Charity & Philanthropy,GBP,3822,4,2.00,0.00,2.00,30.509320
/Arts & Entertainment/Music & Audio/Music Equipment & Technology/Musical Instruments/Drums & Percussion,GBP,12,0,0.00,0.00,0.00,0.087040
/Games/Board Games/Chess & Abstract Strategy Games,GBP,118,0,0.00,0.00,0.00,0.817546
/Health/Medical Devices & Equipment/Assistive Technology,GBP,281,0,0.00,0.00,0.00,1.861921
/Home & Garden/Home Improvement/Doors & Windows,GBP,320,1,0.00,0.00,0.00,2.844017
/Pets & Animals/Pets/Exotic Pets,GBP,54,0,0.00,0.00,0.00,0.392994
/World Localities/Africa/Northern Africa,GBP,435,1,3.00,0.00,3.00,4.092320
/World Localities/Europe/Mediterranean Europe/Spain/Cantabria,GBP,1,0,0.00,0.00,0.00,0.007427
/World Localities/North America/USA/New England/Maine,GBP,20,0,2.00,0.00,2.00,0.173751
/Shopping/Apparel/Footwear/Boots,GBP,567,0,1.00,0.00,1.00,6.017857
/Online Communities/Dating & Personals/Personals,GBP,2331,1,0.00,0.00,0.00,21.591497
/Sports/Team Sports/Basketball,GBP,2713,2,1.00,0.00,1.00,18.399070
/World Localities/North America/USA/Hawaii/Maui,GBP,2,0,0.00,0.00,0.00,0.009751
/Computers & Electronics/Consumer Electronics/Game Systems & Consoles/Sony PlayStation,GBP,786,1,0.00,0.00,0.00,4.745564
/Food & Drink/Restaurants/Pizzerias,GBP,1252,1,0.00,0.00,0.00,9.990320
/Computers & Electronics/Software/Operating Systems,GBP,4953,4,2.00,0.00,2.00,35.976947
/News/Business News/Economy News,GBP,9451,14,5.00,0.00,5.00,76.392690
/World Localities/North America/USA/Texas/El Paso,GBP,3,0,0.00,0.00,0.00,0.067848
/Arts & Entertainment/Movies/Romance Films,GBP,1019,1,1.00,0.00,1.00,10.917986
/Computers & Electronics/Consumer Electronics/Gadgets & Portable Electronics/E-Book Readers,GBP,123,0,0.00,0.00,0.00,1.058072
/Health/Health Conditions/Infectious Diseases/Vaccines & Immunizations,GBP,361,1,0.00,0.00,0.00,2.724104
/Health/Medical Literature & Resources/Medical Photos & Illustration,GBP,1,0,0.00,0.00,0.00,0.007866
/Jobs & Education/Jobs/Job Listings/Accounting & Finance Jobs,GBP,67,0,0.00,0.00,0.00,0.632130
/People & Society/Subcultures & Niche Interests/Goth Subculture,GBP,9,0,0.00,0.00,0.00,0.067031
/World Localities/Asia/West Asia/Qatar,GBP,52,0,0.00,0.00,0.00,0.430021
/World Localities/Europe/Western Europe,GBP,84649,70,101.00,0.00,101.00,648.389689
/World Localities/Latin America/South America/Brazil/Northeast Brazil,GBP,10,0,0.00,0.00,0.00,0.119243
/Business & Industrial/Business Services/Office Services,GBP,114,0,0.00,0.00,0.00,1.008408
/Finance/Credit & Lending/Loans/Vehicle Financing/Auto Financing,GBP,79,1,0.00,0.00,0.00,0.625578
/Finance/Investing/Socially Responsible Investing,GBP,48,0,0.00,0.00,0.00,0.368180
/Travel/Specialty Travel/Sightseeing Tours,GBP,100,0,0.00,0.00,0.00,0.788596
/World Localities/North America/USA/California/San Francisco Bay Area,GBP,133,0,0.00,0.00,0.00,1.163657
/Computers & Electronics/Electronics & Electrical/Electromechanical Devices,GBP,1,0,0.00,0.00,0.00,0.003931
/World Localities/North America/USA/Southwest (USA)/New Mexico/Albuquerque-Santa Fe,GBP,1,0,0.00,0.00,0.00,0.010004
/Shopping/Apparel/Swimwear,GBP,432,1,1.00,0.00,1.00,4.255371
/World Localities/Europe/Southeastern Europe/Greece,GBP,953,1,1.00,0.00,1.00,8.254097
/Arts & Entertainment/Music & Audio/Music Reference/Music Composition & Theory,GBP,54,0,0.00,0.00,0.00,0.414550
/Hobbies & Leisure/Water Activities/Diving & Underwater Activities,GBP,46,0,0.00,0.00,0.00,0.320087
/World Localities/Europe/Mediterranean Europe/Portugal/Lisbon,GBP,200,1,0.00,0.00,0.00,1.994518
/Computers & Electronics/Software/Business & Productivity Software/Spreadsheet Software,GBP,163,0,0.00,0.00,0.00,1.671754
/Health/Health Conditions,GBP,26004,25,20.00,0.00,20.00,209.541964
"/Arts & Entertainment/Movies/Thriller, Crime & Mystery Films",GBP,1027,1,0.00,0.00,0.00,7.136476
/Arts & Entertainment/Visual Art & Design/Art & Craft Supplies,GBP,35,0,0.00,0.00,0.00,0.318065
/Computers & Electronics/Consumer Electronics/TV & Video Equipment/DVRs & Set-Top Boxes,GBP,38,0,0.00,0.00,0.00,0.203165
/Travel/Carpooling & Vehicle Sharing,GBP,1417,1,1.00,0.00,1.00,12.605822
/World Localities/Europe/Western Europe/France/North France/Nord-Pas-de-Calais,GBP,122,1,0.00,0.00,0.00,0.742232
/World Localities/Latin America/South America/Brazil/South Brazil/Paran��,GBP,2,0,0.00,0.00,0.00,0.011778
/World Localities/North America/USA/Texas/Dallas-Fort Worth,GBP,37,0,0.00,0.00,0.00,0.288377
/Arts & Entertainment/Comics & Animation,GBP,3101,3,0.00,0.00,0.00,25.797041
/Arts & Entertainment/Events & Listings/Expos & Conventions,GBP,90,0,0.00,0.00,0.00,0.703644
/Arts & Entertainment/Music & Audio/World Music/Latin American Music/Latin Pop,GBP,28,0,0.00,0.00,0.00,0.188448
/Computers & Electronics/Consumer Electronics/Camera & Photo Equipment/Cameras & Camcorders/Camera Lenses,GBP,14,0,0.00,0.00,0.00,0.125552
/Health/Health Conditions/Cold & Flu,GBP,1048,1,2.00,0.00,2.00,7.066401
/Shopping/Consumer Resources/Product Reviews & Price Comparisons,GBP,1257,0,0.00,0.00,0.00,10.829857
/Health/Reproductive Health,GBP,4657,3,0.00,0.00,0.00,39.487248
/Jobs & Education/Jobs/Job Listings/Temporary & Seasonal Jobs,GBP,5,0,0.00,0.00,0.00,0.038515
/Reference/Directories & Listings,GBP,399,0,0.00,0.00,0.00,4.136183
/World Localities/Europe/Nordic Countries/Iceland,GBP,551,0,1.00,0.00,1.00,4.194670
/World Localities/North America/USA/Rocky Mountains/Wyoming,GBP,8,0,0.00,0.00,0.00,0.077094
/Law & Government/Government,GBP,62931,66,70.00,0.00,70.00,506.046308
/Shopping/Consumer Resources/Coupons & Discount Offers,GBP,894,1,2.00,0.00,2.00,6.551031
/Sports/Sporting Goods/Soccer Equipment,GBP,3,0,0.00,0.00,0.00,0.030025
/World Localities/Asia/South Asia/India/East India/West Bengal,GBP,2,0,0.00,0.00,0.00,0.014263
/World Localities/Asia/South Asia/India/East India/West Bengal/Kolkata,GBP,2,0,0.00,0.00,0.00,0.014263
/World Localities/Europe/Mediterranean Europe/Italy/Campania/Salerno & Amalfi Coast,GBP,133,0,1.00,0.00,1.00,1.533388
/World Localities/Europe/Nordic Countries/Denmark,GBP,227,0,0.00,0.00,0.00,1.971494
/Business & Industrial/Construction & Maintenance/Building Materials & Supplies/Plumbing Fixtures & Equipment,GBP,488,0,1.00,0.00,1.00,4.377144
